country,day,domestic_flights,international_departures,international_arrivals,total_flights
Bahrain,2020-04-26,3.0,14.0,12.0,29.0
Bahrain,2020-04-27,2.0,10.0,9.0,21.0
Bahrain,2020-04-28,1.0,9.0,9.0,19.0
Bahrain,2020-04-29,4.0,13.0,14.0,31.0
Bahrain,2020-04-30,1.0,16.0,17.0,34.0
Bangladesh,2020-02-04,0.0,25.0,18.0,43.0
Bangladesh,2020-02-06,0.0,20.0,26.0,46.0
Bangladesh,2020-02-08,0.0,20.0,16.0,36.0
Bangladesh,2020-02-09,0.0,16.0,10.0,26.0
Bangladesh,2020-02-10,0.0,20.0,29.0,49.0
Bangladesh,2020-02-11,0.0,21.0,34.0,55.0
Bangladesh,2020-02-12,0.0,17.0,29.0,46.0
Bangladesh,2020-02-13,0.0,15.0,21.0,36.0
Bangladesh,2020-02-15,0.0,17.0,20.0,37.0
Bangladesh,2020-02-16,0.0,16.0,14.0,30.0
Bangladesh,2020-02-17,1.0,18.0,22.0,41.0
Bangladesh,2020-02-18,0.0,18.0,34.0,52.0
Bangladesh,2020-02-19,0.0,15.0,22.0,37.0
Bangladesh,2020-02-23,0.0,21.0,18.0,39.0
Bangladesh,2020-02-24,0.0,19.0,26.0,45.0
Bangladesh,2020-02-25,0.0,19.0,20.0,39.0
Bangladesh,2020-02-26,1.0,15.0,28.0,44.0
Bangladesh,2020-03-01,0.0,21.0,24.0,45.0
Bangladesh,2020-03-02,0.0,16.0,24.0,40.0
Bangladesh,2020-03-04,0.0,21.0,32.0,53.0
Bangladesh,2020-03-05,0.0,16.0,27.0,43.0
Bangladesh,2020-03-06,0.0,18.0,31.0,49.0
Bangladesh,2020-03-08,0.0,16.0,25.0,41.0
Bangladesh,2020-03-09,0.0,21.0,24.0,45.0
Bangladesh,2020-03-10,0.0,20.0,28.0,48.0
Bangladesh,2020-03-11,0.0,24.0,33.0,57.0
Bangladesh,2020-03-12,0.0,18.0,28.0,46.0
Bangladesh,2020-03-14,0.0,15.0,20.0,35.0
Bangladesh,2020-03-16,1.0,18.0,15.0,34.0
Bangladesh,2020-03-18,0.0,18.0,12.0,30.0
Bangladesh,2020-03-19,1.0,14.0,20.0,35.0
Bangladesh,2020-03-22,0.0,1.0,11.0,12.0
Bangladesh,2020-03-24,0.0,3.0,9.0,12.0
Bangladesh,2020-03-25,0.0,1.0,5.0,6.0
Bangladesh,2020-03-27,0.0,1.0,1.0,2.0
Bangladesh,2020-03-30,0.0,2.0,6.0,8.0
Bangladesh,2020-03-31,0.0,1.0,4.0,5.0
Bangladesh,2020-04-01,0.0,0.0,4.0,4.0
Bangladesh,2020-04-02,0.0,0.0,3.0,3.0
Bangladesh,2020-04-03,0.0,1.0,3.0,4.0
Bangladesh,2020-04-05,0.0,0.0,1.0,1.0
Bangladesh,2020-04-06,0.0,1.0,2.0,3.0
Bangladesh,2020-04-07,0.0,0.0,2.0,2.0
Bangladesh,2020-04-11,0.0,1.0,1.0,2.0
Bangladesh,2020-04-16,0.0,2.0,1.0,3.0
Bangladesh,2020-04-18,0.0,0.0,2.0,2.0
Bangladesh,2020-04-19,0.0,,2.0,
Bangladesh,2020-04-20,0.0,1.0,1.0,2.0
Bangladesh,2020-04-21,0.0,2.0,1.0,3.0
Bangladesh,2020-04-22,0.0,1.0,3.0,4.0
Bangladesh,2020-04-23,0.0,0.0,1.0,1.0
Bangladesh,2020-04-25,0.0,1.0,2.0,3.0
Bangladesh,2020-04-27,0.0,0.0,2.0,2.0
Bangladesh,2020-04-29,0.0,1.0,1.0,2.0
Bangladesh,2020-04-30,0.0,1.0,,
Barbados,2020-02-12,1.0,8.0,13.0,22.0
Barbados,2020-02-27,0.0,11.0,21.0,32.0
Barbados,2020-03-01,0.0,18.0,20.0,38.0
Barbados,2020-03-03,0.0,13.0,16.0,29.0
Barbados,2020-03-27,0.0,7.0,7.0,14.0
Barbados,2020-03-31,0.0,1.0,1.0,2.0
Belarus,2020-02-01,3.0,41.0,41.0,85.0
Belarus,2020-02-02,4.0,45.0,47.0,96.0
Belarus,2020-02-03,1.0,44.0,43.0,88.0
Belarus,2020-02-04,1.0,40.0,41.0,82.0
Belarus,2020-02-05,1.0,50.0,45.0,96.0
Belarus,2020-02-06,1.0,46.0,45.0,92.0
Belarus,2020-02-09,3.0,50.0,48.0,101.0
Belarus,2020-02-10,1.0,45.0,41.0,87.0
Belarus,2020-02-11,4.0,36.0,41.0,81.0
Belarus,2020-02-12,1.0,47.0,46.0,94.0
Belarus,2020-02-13,3.0,48.0,45.0,96.0
Belarus,2020-02-16,4.0,50.0,49.0,103.0
Belarus,2020-02-17,2.0,48.0,43.0,93.0
Belarus,2020-02-18,1.0,42.0,40.0,83.0
Belarus,2020-02-19,4.0,46.0,41.0,91.0
Belarus,2020-02-21,2.0,51.0,47.0,100.0
Belarus,2020-02-22,1.0,44.0,38.0,83.0
Belarus,2020-02-23,1.0,49.0,47.0,97.0
Belarus,2020-02-25,1.0,40.0,41.0,82.0
Belarus,2020-02-26,1.0,48.0,46.0,95.0
Belarus,2020-02-27,1.0,45.0,44.0,90.0
Belarus,2020-02-29,2.0,49.0,43.0,94.0
Belarus,2020-03-01,2.0,47.0,46.0,95.0
Belarus,2020-03-02,2.0,45.0,41.0,88.0
Belarus,2020-03-03,2.0,41.0,41.0,84.0
Belarus,2020-03-04,1.0,46.0,43.0,90.0
Belarus,2020-03-05,1.0,49.0,47.0,97.0
Belarus,2020-03-07,1.0,39.0,41.0,81.0
Belarus,2020-03-08,1.0,45.0,44.0,90.0
Belarus,2020-03-09,1.0,46.0,41.0,88.0
Belarus,2020-03-12,1.0,43.0,38.0,82.0
Belarus,2020-03-13,1.0,48.0,42.0,91.0
Belarus,2020-03-16,4.0,34.0,37.0,75.0
Belarus,2020-04-02,0.0,3.0,3.0,6.0
Belarus,2020-04-10,1.0,12.0,10.0,23.0
Belgium,2020-02-01,2.0,185.0,185.0,372.0
Belgium,2020-02-02,4.0,237.0,211.0,452.0
Belgium,2020-02-03,11.0,294.0,296.0,601.0
Belgium,2020-02-04,4.0,291.0,289.0,584.0
Belgium,2020-02-05,5.0,300.0,289.0,594.0
Belgium,2020-02-06,12.0,307.0,285.0,604.0
Belgium,2020-02-07,8.0,336.0,304.0,648.0
Belgium,2020-02-08,9.0,197.0,199.0,405.0
Belgium,2020-02-09,5.0,201.0,186.0,392.0
Belgium,2020-02-10,5.0,273.0,273.0,551.0
Belgium,2020-02-11,6.0,289.0,288.0,583.0
Belgium,2020-02-12,7.0,299.0,298.0,604.0
Belgium,2020-02-13,4.0,308.0,293.0,605.0
Belgium,2020-02-14,5.0,327.0,293.0,625.0
Belgium,2020-02-15,5.0,190.0,179.0,374.0
Belgium,2020-02-16,3.0,251.0,225.0,479.0
Belgium,2020-02-17,3.0,302.0,305.0,610.0
Belgium,2020-02-18,5.0,296.0,269.0,570.0
Belgium,2020-02-19,8.0,294.0,291.0,593.0
Belgium,2020-02-20,14.0,317.0,297.0,628.0
Belgium,2020-02-21,10.0,346.0,324.0,680.0
Belgium,2020-02-22,8.0,208.0,220.0,436.0
Belgium,2020-02-23,10.0,280.0,242.0,532.0
Belgium,2020-02-24,12.0,318.0,308.0,638.0
Belgium,2020-02-25,13.0,300.0,284.0,597.0
Belgium,2020-02-26,12.0,304.0,302.0,618.0
Belgium,2020-02-27,6.0,318.0,301.0,625.0
Belgium,2020-02-28,7.0,342.0,324.0,673.0
Belgium,2020-02-29,6.0,213.0,212.0,431.0
Belgium,2020-03-01,12.0,278.0,242.0,532.0
Belgium,2020-03-02,10.0,307.0,309.0,626.0
Belgium,2020-03-03,4.0,297.0,289.0,590.0
Belgium,2020-03-04,3.0,322.0,309.0,634.0
Belgium,2020-03-05,5.0,324.0,295.0,624.0
Belgium,2020-03-06,8.0,336.0,314.0,658.0
Belgium,2020-03-07,8.0,189.0,204.0,401.0
Belgium,2020-03-08,5.0,252.0,240.0,497.0
Belgium,2020-03-09,15.0,293.0,276.0,584.0
Belgium,2020-03-10,2.0,247.0,238.0,487.0
Belgium,2020-03-11,7.0,268.0,262.0,537.0
Belgium,2020-03-12,8.0,275.0,264.0,547.0
Belgium,2020-03-13,11.0,310.0,289.0,610.0
Belgium,2020-03-14,4.0,171.0,190.0,365.0
Belgium,2020-03-15,5.0,218.0,194.0,417.0
Belgium,2020-03-16,4.0,193.0,211.0,408.0
Belgium,2020-03-17,2.0,194.0,190.0,386.0
Belgium,2020-03-18,1.0,164.0,160.0,325.0
Belgium,2020-03-19,6.0,168.0,157.0,331.0
Belgium,2020-03-20,4.0,158.0,147.0,309.0
Belgium,2020-03-21,11.0,75.0,76.0,162.0
Belgium,2020-03-22,2.0,89.0,87.0,178.0
Belgium,2020-03-23,6.0,85.0,93.0,184.0
Belgium,2020-03-24,5.0,108.0,110.0,223.0
Belgium,2020-03-25,5.0,81.0,88.0,174.0
Belgium,2020-03-26,10.0,91.0,96.0,197.0
Belgium,2020-03-27,10.0,90.0,88.0,188.0
Belgium,2020-03-28,3.0,47.0,45.0,95.0
Belgium,2020-03-29,2.0,44.0,41.0,87.0
Belgium,2020-03-30,2.0,54.0,77.0,133.0
Belgium,2020-03-31,3.0,81.0,78.0,162.0
Belgium,2020-04-01,10.0,65.0,72.0,147.0
Belgium,2020-04-02,10.0,73.0,73.0,156.0
Belgium,2020-04-03,2.0,80.0,67.0,149.0
Belgium,2020-04-04,1.0,27.0,29.0,57.0
Belgium,2020-04-05,0.0,34.0,34.0,68.0
Belgium,2020-04-06,4.0,48.0,67.0,119.0
Belgium,2020-04-07,0.0,71.0,70.0,141.0
Belgium,2020-04-08,4.0,59.0,72.0,135.0
Belgium,2020-04-09,4.0,70.0,70.0,144.0
Belgium,2020-04-10,1.0,66.0,56.0,123.0
Belgium,2020-04-11,0.0,29.0,34.0,63.0
Belgium,2020-04-12,0.0,29.0,31.0,60.0
Belgium,2020-04-13,8.0,30.0,37.0,75.0
Belgium,2020-04-14,7.0,57.0,66.0,130.0
Belgium,2020-04-15,1.0,75.0,73.0,149.0
Belgium,2020-04-16,4.0,70.0,76.0,150.0
Belgium,2020-04-17,6.0,68.0,56.0,130.0
Belgium,2020-04-18,0.0,24.0,33.0,57.0
Belgium,2020-04-19,1.0,37.0,29.0,67.0
Belgium,2020-04-20,1.0,50.0,67.0,118.0
Belgium,2020-04-21,4.0,78.0,80.0,162.0
Belgium,2020-04-22,1.0,69.0,69.0,139.0
Belgium,2020-04-23,3.0,71.0,72.0,146.0
Belgium,2020-04-24,5.0,68.0,63.0,136.0
Belgium,2020-04-25,1.0,34.0,31.0,66.0
Belgium,2020-04-26,0.0,40.0,31.0,71.0
Belgium,2020-04-27,2.0,53.0,64.0,119.0
Belgium,2020-04-28,7.0,79.0,79.0,165.0
Belgium,2020-04-29,14.0,70.0,78.0,162.0
Belgium,2020-04-30,2.0,73.0,80.0,155.0
Bermuda,2020-02-01,0.0,14.0,12.0,26.0
Bermuda,2020-02-02,0.0,6.0,41.0,47.0
Bermuda,2020-02-03,0.0,7.0,57.0,64.0
Bermuda,2020-02-04,0.0,9.0,59.0,68.0
Bermuda,2020-02-05,0.0,7.0,9.0,16.0
Bermuda,2020-02-06,0.0,9.0,14.0,23.0
Bermuda,2020-02-07,0.0,13.0,64.0,77.0
Bermuda,2020-02-08,0.0,13.0,29.0,42.0
Bermuda,2020-02-10,0.0,10.0,30.0,40.0
Bermuda,2020-02-11,0.0,7.0,16.0,23.0
Bermuda,2020-02-12,0.0,8.0,13.0,21.0
Bermuda,2020-02-13,0.0,11.0,15.0,26.0
Bermuda,2020-02-14,0.0,17.0,21.0,38.0
Bermuda,2020-02-15,0.0,10.0,53.0,63.0
Bermuda,2020-02-16,0.0,8.0,55.0,63.0
Bermuda,2020-02-17,0.0,8.0,76.0,84.0
Bermuda,2020-02-18,0.0,8.0,37.0,45.0
Bermuda,2020-02-19,0.0,8.0,10.0,18.0
Bermuda,2020-02-20,0.0,11.0,14.0,25.0
Bermuda,2020-02-21,0.0,10.0,13.0,23.0
Bermuda,2020-02-22,1.0,14.0,44.0,59.0
Bermuda,2020-02-23,0.0,10.0,59.0,69.0
Bermuda,2020-02-24,0.0,9.0,31.0,40.0
Bermuda,2020-02-25,0.0,8.0,22.0,30.0
Bermuda,2020-02-26,0.0,11.0,11.0,22.0
Bermuda,2020-02-27,0.0,11.0,51.0,62.0
Bermuda,2020-02-28,0.0,11.0,50.0,61.0
Bermuda,2020-02-29,0.0,13.0,51.0,64.0
Bermuda,2020-03-01,0.0,7.0,46.0,53.0
Bermuda,2020-03-02,0.0,11.0,66.0,77.0
Bermuda,2020-03-03,0.0,10.0,36.0,46.0
Bermuda,2020-03-04,0.0,11.0,12.0,23.0
Bermuda,2020-03-05,0.0,12.0,12.0,24.0
Bermuda,2020-03-06,0.0,12.0,9.0,21.0
Bermuda,2020-03-07,0.0,11.0,41.0,52.0
Bermuda,2020-03-08,0.0,10.0,57.0,67.0
Bermuda,2020-03-09,0.0,9.0,62.0,71.0
Bermuda,2020-03-10,0.0,7.0,78.0,85.0
Bermuda,2020-03-11,0.0,9.0,75.0,84.0
Bermuda,2020-03-12,0.0,10.0,97.0,107.0
Bermuda,2020-03-13,0.0,12.0,73.0,85.0
Bermuda,2020-03-14,0.0,12.0,63.0,75.0
Bermuda,2020-03-15,0.0,8.0,22.0,30.0
Bermuda,2020-03-16,0.0,11.0,61.0,72.0
Bermuda,2020-03-17,0.0,11.0,75.0,86.0
Bermuda,2020-03-18,0.0,6.0,56.0,62.0
Bermuda,2020-03-19,0.0,8.0,71.0,79.0
Bermuda,2020-03-20,0.0,9.0,21.0,30.0
Bermuda,2020-03-21,0.0,3.0,3.0,6.0
Bermuda,2020-03-23,0.0,0.0,53.0,53.0
Bermuda,2020-03-24,0.0,1.0,40.0,41.0
Bermuda,2020-03-25,0.0,5.0,36.0,41.0
Bermuda,2020-03-26,0.0,0.0,37.0,37.0
Bermuda,2020-03-27,0.0,2.0,33.0,35.0
Bermuda,2020-03-28,0.0,1.0,12.0,13.0
Bermuda,2020-03-29,0.0,0.0,3.0,3.0
Bermuda,2020-03-30,0.0,0.0,19.0,19.0
Bermuda,2020-03-31,0.0,1.0,7.0,8.0
Bermuda,2020-04-01,0.0,3.0,23.0,26.0
Bermuda,2020-04-02,0.0,1.0,31.0,32.0
Bermuda,2020-04-03,0.0,2.0,16.0,18.0
Bermuda,2020-04-05,0.0,0.0,4.0,4.0
Bermuda,2020-04-06,0.0,0.0,17.0,17.0
Bermuda,2020-04-07,0.0,2.0,29.0,31.0
Bermuda,2020-04-08,0.0,1.0,28.0,29.0
Bermuda,2020-04-09,0.0,2.0,17.0,19.0
Bermuda,2020-04-10,0.0,0.0,4.0,4.0
Bermuda,2020-04-11,1.0,0.0,23.0,24.0
Bermuda,2020-04-13,0.0,0.0,4.0,4.0
Bermuda,2020-04-14,0.0,2.0,1.0,3.0
Bermuda,2020-04-15,0.0,2.0,6.0,8.0
Bermuda,2020-04-16,0.0,1.0,17.0,18.0
Bermuda,2020-04-17,0.0,2.0,12.0,14.0
Bermuda,2020-04-18,0.0,2.0,1.0,3.0
Bermuda,2020-04-19,0.0,0.0,11.0,11.0
Bermuda,2020-04-20,0.0,1.0,7.0,8.0
Bermuda,2020-04-21,0.0,0.0,14.0,14.0
Bermuda,2020-04-22,0.0,1.0,15.0,16.0
Bermuda,2020-04-23,0.0,1.0,2.0,3.0
Bermuda,2020-04-24,0.0,2.0,12.0,14.0
Bermuda,2020-04-26,0.0,1.0,3.0,4.0
Bermuda,2020-04-27,0.0,1.0,15.0,16.0
Bermuda,2020-04-28,0.0,3.0,15.0,18.0
Bermuda,2020-04-29,0.0,1.0,7.0,8.0
Bermuda,2020-04-30,0.0,2.0,13.0,15.0
Bolivia,2020-02-06,0.0,5.0,4.0,9.0
Bolivia,2020-02-10,0.0,10.0,9.0,19.0
Bolivia,2020-02-12,0.0,6.0,8.0,14.0
Bolivia,2020-02-13,1.0,6.0,6.0,13.0
Bolivia,2020-02-14,0.0,7.0,5.0,12.0
Bolivia,2020-02-15,2.0,5.0,6.0,13.0
Bolivia,2020-02-16,0.0,6.0,8.0,14.0
Bolivia,2020-02-17,0.0,8.0,10.0,18.0
Bolivia,2020-02-19,2.0,9.0,8.0,19.0
Bolivia,2020-02-20,13.0,6.0,7.0,26.0
Bolivia,2020-02-21,15.0,12.0,11.0,38.0
Bolivia,2020-02-22,13.0,7.0,8.0,28.0
Bolivia,2020-02-23,15.0,10.0,8.0,33.0
Bolivia,2020-02-24,15.0,8.0,10.0,33.0
Bolivia,2020-02-25,16.0,6.0,6.0,28.0
Bolivia,2020-02-26,17.0,9.0,10.0,36.0
Bolivia,2020-02-27,19.0,7.0,9.0,35.0
Bolivia,2020-02-28,16.0,10.0,8.0,34.0
Bolivia,2020-02-29,15.0,8.0,9.0,32.0
Bolivia,2020-03-01,20.0,5.0,5.0,30.0
Bolivia,2020-03-02,16.0,5.0,7.0,28.0
Bolivia,2020-03-03,18.0,3.0,3.0,24.0
Bolivia,2020-03-04,19.0,8.0,6.0,33.0
Bolivia,2020-03-05,17.0,5.0,7.0,29.0
Bolivia,2020-03-06,17.0,5.0,6.0,28.0
Bolivia,2020-03-07,16.0,6.0,8.0,30.0
Bolivia,2020-03-08,15.0,10.0,8.0,33.0
Bolivia,2020-03-09,21.0,7.0,8.0,36.0
Bolivia,2020-03-10,17.0,8.0,7.0,32.0
Bolivia,2020-03-11,21.0,10.0,8.0,39.0
Bolivia,2020-03-12,21.0,8.0,12.0,41.0
Bolivia,2020-03-13,17.0,9.0,5.0,31.0
Bolivia,2020-03-14,20.0,5.0,6.0,31.0
Bolivia,2020-03-15,20.0,6.0,5.0,31.0
Bolivia,2020-03-16,12.0,8.0,8.0,28.0
Bolivia,2020-03-17,7.0,7.0,5.0,19.0
Bolivia,2020-03-18,6.0,5.0,6.0,17.0
Bolivia,2020-03-19,11.0,5.0,4.0,20.0
Bolivia,2020-03-20,8.0,7.0,6.0,21.0
Bolivia,2020-03-21,5.0,,1.0,
Bolivia,2020-03-26,1.0,1.0,,
Bolivia,2020-03-28,1.0,3.0,1.0,5.0
Bolivia,2020-03-30,1.0,,,
Bolivia,2020-04-02,1.0,,,
Bolivia,2020-04-03,1.0,2.0,1.0,4.0
Bolivia,2020-04-04,0.0,,,
Bolivia,2020-04-08,1.0,0.0,,
Bolivia,2020-04-11,2.0,,,
Bolivia,2020-04-14,0.0,1.0,1.0,2.0
Bolivia,2020-04-16,1.0,1.0,1.0,3.0
Bolivia,2020-04-18,1.0,1.0,,
Bolivia,2020-04-21,0.0,1.0,,
Bolivia,2020-04-24,1.0,1.0,,
Bolivia,2020-04-30,1.0,,1.0,
Brazil,2020-02-01,247.0,79.0,75.0,401.0
Brazil,2020-02-02,195.0,60.0,65.0,320.0
Brazil,2020-02-03,348.0,85.0,86.0,519.0
Brazil,2020-02-04,382.0,96.0,100.0,578.0
Brazil,2020-02-05,308.0,88.0,104.0,500.0
Brazil,2020-02-06,343.0,91.0,98.0,532.0
Brazil,2020-02-07,372.0,103.0,105.0,580.0
Brazil,2020-02-08,302.0,111.0,99.0,512.0
Brazil,2020-02-09,292.0,93.0,101.0,486.0
Brazil,2020-02-10,367.0,98.0,106.0,571.0
Brazil,2020-02-11,396.0,102.0,100.0,598.0
Brazil,2020-02-12,403.0,98.0,96.0,597.0
Brazil,2020-02-13,394.0,91.0,97.0,582.0
Brazil,2020-02-14,406.0,100.0,98.0,604.0
Brazil,2020-02-15,261.0,84.0,76.0,421.0
Brazil,2020-02-16,287.0,96.0,113.0,496.0
Brazil,2020-02-17,391.0,102.0,107.0,600.0
Brazil,2020-02-18,386.0,89.0,98.0,573.0
Brazil,2020-02-19,401.0,101.0,103.0,605.0
Brazil,2020-02-20,415.0,97.0,104.0,616.0
Brazil,2020-02-21,394.0,109.0,114.0,617.0
Brazil,2020-02-22,323.0,116.0,108.0,547.0
Brazil,2020-02-23,216.0,97.0,108.0,421.0
Brazil,2020-02-24,265.0,109.0,110.0,484.0
Brazil,2020-02-25,285.0,85.0,96.0,466.0
Brazil,2020-02-26,377.0,90.0,89.0,556.0
Brazil,2020-02-27,393.0,96.0,106.0,595.0
Brazil,2020-02-28,360.0,104.0,102.0,566.0
Brazil,2020-02-29,295.0,113.0,108.0,516.0
Brazil,2020-03-01,291.0,68.0,87.0,446.0
Brazil,2020-03-02,371.0,73.0,71.0,515.0
Brazil,2020-03-03,429.0,65.0,76.0,570.0
Brazil,2020-03-04,369.0,66.0,69.0,504.0
Brazil,2020-03-05,379.0,72.0,72.0,523.0
Brazil,2020-03-06,371.0,83.0,77.0,531.0
Brazil,2020-03-07,299.0,104.0,104.0,507.0
Brazil,2020-03-08,294.0,98.0,103.0,495.0
Brazil,2020-03-09,390.0,108.0,108.0,606.0
Brazil,2020-03-10,411.0,99.0,103.0,613.0
Brazil,2020-03-11,345.0,95.0,98.0,538.0
Brazil,2020-03-12,297.0,102.0,99.0,498.0
Brazil,2020-03-13,385.0,91.0,88.0,564.0
Brazil,2020-03-14,277.0,80.0,76.0,433.0
Brazil,2020-03-15,266.0,86.0,103.0,455.0
Brazil,2020-03-16,303.0,107.0,104.0,514.0
Brazil,2020-03-17,293.0,93.0,94.0,480.0
Brazil,2020-03-18,227.0,86.0,76.0,389.0
Brazil,2020-03-19,216.0,73.0,81.0,370.0
Brazil,2020-03-20,202.0,75.0,74.0,351.0
Brazil,2020-03-21,158.0,66.0,69.0,293.0
Brazil,2020-03-22,89.0,40.0,54.0,183.0
Brazil,2020-03-23,119.0,35.0,37.0,191.0
Brazil,2020-03-24,90.0,29.0,30.0,149.0
Brazil,2020-03-25,58.0,33.0,24.0,115.0
Brazil,2020-03-26,64.0,29.0,30.0,123.0
Brazil,2020-03-27,62.0,34.0,21.0,117.0
Brazil,2020-03-28,44.0,23.0,28.0,95.0
Brazil,2020-03-29,26.0,25.0,19.0,70.0
Brazil,2020-03-30,42.0,21.0,25.0,88.0
Brazil,2020-03-31,42.0,22.0,19.0,83.0
Brazil,2020-04-01,33.0,24.0,21.0,78.0
Brazil,2020-04-02,37.0,12.0,18.0,67.0
Brazil,2020-04-03,41.0,15.0,14.0,70.0
Brazil,2020-04-04,30.0,10.0,11.0,51.0
Brazil,2020-04-05,11.0,11.0,13.0,35.0
Brazil,2020-04-06,42.0,12.0,11.0,65.0
Brazil,2020-04-07,42.0,11.0,15.0,68.0
Brazil,2020-04-08,40.0,16.0,16.0,72.0
Brazil,2020-04-09,33.0,10.0,18.0,61.0
Brazil,2020-04-10,24.0,11.0,11.0,46.0
Brazil,2020-04-11,22.0,10.0,15.0,47.0
Brazil,2020-04-12,18.0,13.0,11.0,42.0
Brazil,2020-04-13,39.0,11.0,14.0,64.0
Brazil,2020-04-14,35.0,14.0,12.0,61.0
Brazil,2020-04-15,26.0,13.0,14.0,53.0
Brazil,2020-04-16,27.0,9.0,15.0,51.0
Brazil,2020-04-17,31.0,11.0,9.0,51.0
Brazil,2020-04-18,24.0,9.0,16.0,49.0
Brazil,2020-04-19,18.0,11.0,14.0,43.0
Brazil,2020-04-20,28.0,18.0,15.0,61.0
Brazil,2020-04-21,28.0,13.0,19.0,60.0
Brazil,2020-04-22,41.0,11.0,18.0,70.0
Brazil,2020-04-23,28.0,12.0,13.0,53.0
Brazil,2020-04-24,37.0,14.0,9.0,60.0
Brazil,2020-04-25,15.0,7.0,13.0,35.0
Brazil,2020-04-26,14.0,12.0,15.0,41.0
Brazil,2020-04-27,26.0,12.0,13.0,51.0
Brazil,2020-04-28,28.0,14.0,11.0,53.0
Brazil,2020-04-29,24.0,15.0,20.0,59.0
Brazil,2020-04-30,27.0,12.0,15.0,54.0
Brunei,2020-02-01,0.0,14.0,15.0,29.0
Brunei,2020-02-02,0.0,16.0,14.0,30.0
Brunei,2020-02-05,0.0,17.0,16.0,33.0
Brunei,2020-02-07,1.0,18.0,18.0,37.0
Brunei,2020-02-09,0.0,17.0,15.0,32.0
Brunei,2020-02-11,1.0,13.0,11.0,25.0
Brunei,2020-02-12,0.0,17.0,17.0,34.0
Brunei,2020-02-16,0.0,15.0,15.0,30.0
Brunei,2020-02-19,0.0,14.0,14.0,28.0
Brunei,2020-02-21,1.0,18.0,18.0,37.0
Brunei,2020-02-22,0.0,14.0,14.0,28.0
Brunei,2020-02-23,0.0,15.0,15.0,30.0
Brunei,2020-02-26,0.0,15.0,15.0,30.0
Brunei,2020-03-01,0.0,15.0,14.0,29.0
Brunei,2020-03-03,0.0,10.0,9.0,19.0
Brunei,2020-03-04,0.0,15.0,15.0,30.0
Brunei,2020-03-06,0.0,16.0,17.0,33.0
Brunei,2020-03-07,1.0,10.0,10.0,21.0
Brunei,2020-03-15,1.0,11.0,17.0,29.0
Brunei,2020-03-21,0.0,5.0,5.0,10.0
Brunei,2020-03-25,0.0,3.0,3.0,6.0
Brunei,2020-04-07,0.0,1.0,2.0,3.0
Brunei,2020-04-09,0.0,2.0,1.0,3.0
Brunei,2020-04-23,0.0,2.0,1.0,3.0
Brunei,2020-04-27,0.0,2.0,1.0,3.0
Bulgaria,2020-02-05,1.0,2.0,3.0,6.0
Bulgaria,2020-04-10,0.0,1.0,1.0,2.0
Bulgaria,2020-04-11,0.0,,,
Bulgaria,2020-04-22,1.0,,,
Bulgaria,2020-04-24,1.0,,,
Bulgaria,2020-04-27,1.0,,1.0,
Canada,2020-02-01,425.0,495.0,462.0,1382.0
Canada,2020-02-02,356.0,458.0,436.0,1250.0
Canada,2020-02-03,523.0,524.0,521.0,1568.0
Canada,2020-02-04,542.0,502.0,511.0,1555.0
Canada,2020-02-05,532.0,462.0,476.0,1470.0
Canada,2020-02-06,536.0,495.0,475.0,1506.0
Canada,2020-02-07,482.0,475.0,495.0,1452.0
Canada,2020-02-08,433.0,497.0,468.0,1398.0
Canada,2020-02-09,453.0,464.0,472.0,1389.0
Canada,2020-02-10,524.0,497.0,483.0,1504.0
Canada,2020-02-11,557.0,523.0,518.0,1598.0
Canada,2020-02-12,584.0,487.0,505.0,1576.0
Canada,2020-02-13,561.0,504.0,488.0,1553.0
Canada,2020-02-14,555.0,544.0,546.0,1645.0
Canada,2020-02-15,410.0,430.0,435.0,1275.0
Canada,2020-02-16,445.0,478.0,471.0,1394.0
Canada,2020-02-17,492.0,509.0,527.0,1528.0
Canada,2020-02-18,495.0,500.0,503.0,1498.0
Canada,2020-02-19,567.0,497.0,539.0,1603.0
Canada,2020-02-20,577.0,530.0,517.0,1624.0
Canada,2020-02-21,576.0,537.0,562.0,1675.0
Canada,2020-02-22,465.0,493.0,476.0,1434.0
Canada,2020-02-23,411.0,489.0,476.0,1376.0
Canada,2020-02-24,508.0,516.0,536.0,1560.0
Canada,2020-02-25,536.0,502.0,539.0,1577.0
Canada,2020-02-26,505.0,472.0,482.0,1459.0
Canada,2020-02-27,438.0,456.0,433.0,1327.0
Canada,2020-02-28,527.0,498.0,526.0,1551.0
Canada,2020-02-29,431.0,493.0,479.0,1403.0
Canada,2020-03-01,417.0,464.0,467.0,1348.0
Canada,2020-03-02,515.0,548.0,537.0,1600.0
Canada,2020-03-03,567.0,524.0,537.0,1628.0
Canada,2020-03-04,516.0,500.0,488.0,1504.0
Canada,2020-03-05,572.0,508.0,520.0,1600.0
Canada,2020-03-06,572.0,528.0,532.0,1632.0
Canada,2020-03-07,448.0,510.0,500.0,1458.0
Canada,2020-03-08,477.0,532.0,529.0,1538.0
Canada,2020-03-09,545.0,522.0,538.0,1605.0
Canada,2020-03-10,554.0,500.0,529.0,1583.0
Canada,2020-03-11,561.0,529.0,494.0,1584.0
Canada,2020-03-12,521.0,545.0,487.0,1553.0
Canada,2020-03-13,562.0,519.0,557.0,1638.0
